1 20 100 250 259 205
2 20 106 269 278 212
3 20 100 250 259 205
4 20 100 250 259 205
5 20 102 254 261 203
6 20 101 259 270 214
7 20 101 247 259 203
8 20 100 247 259 203
9 20 100 260 270 214
10 20 102 254 261 203
11 20 101 247 262 203
12 20 104 260 272 214
13 20 100 250 264 209
14 20 107 263 281 213
15 20 103 255 264 206
16 20 106 266 277 214
17 20 113 284 293 238
18 20 113 285 293 238
19 20 110 284 294 241
20 20 101 261 270 216
21 20 206 520 531 464
22 20 203 498 511 436
23 20 205 530 542 469
24 20 206 520 530 442
25 20 202 529 539 468
26 20 206 518 533 464
27 20 203 502 509 436
28 20 207 514 536 436
29 20 208 529 542 462
30 20 200 495 505 433
31 20 203 510 522 440
32 20 202 527 539 466
33 20 205 531 542 467
34 20 211 522 535 460
35 20 204 518 526 442
36 20 210 530 539 467
37 20 202 505 518 436
38 20 211 522 543 441
39 20 210 550 564 492
40 20 204 535 543 468
41 20 252 657 666 581
42 20 254 641 650 558
43 20 253 625 640 559
44 20 262 660 671 598
45 20 254 643 652 558
46 20 260 657 671 596
47 20 258 676 688 607
48 20 259 640 649 566
49 20 262 644 653 568
50 20 251 652 664 581
51 20 252 637 645 572
52 20 252 637 648 556
53 20 252 657 666 583
54 20 254 644 652 556
55 20 262 643 653 568
56 20 252 641 650 556
57 20 260 657 671 596
58 20 255 643 652 558
59 20 264 664 675 601
60 20 262 645 654 571
61 20 503 1319 1332 1203
62 20 505 1244 1253 1129
63 20 508 1290 1301 1150
64 20 510 1291 1299 1195
65 20 505 1243 1253 1127
66 20 501 1234 1247 1126
67 20 501 1269 1281 1126
68 20 504 1241 1251 1129
69 20 504 1241 1253 1129
70 20 502 1271 1280 1128
71 20 506 1284 1296 1148
72 20 504 1241 1251 1129
73 20 504 1321 1334 1207
74 20 506 1281 1296 1148
75 20 511 1291 1301 1193
76 20 1008 2649 2658 2437
77 20 1004 2547 2556 2291
78 20 1011 2560 2575 2411
79 20 1011 2566 2575 2411
80 20 1011 2565 2575 2411
81 20 1004 2473 2485 2282
82 20 1008 2651 2659 2435
83 20 1000 2531 2543 2380
84 20 1004 2636 2650 2430
85 20 1008 2649 2659 2435
86 20 1010 2496 2508 2305
87 20 1006 2643 2655 2435
88 20 1012 2564 2577 2414
89 20 1003 2472 2483 2281
90 20 1011 2651 2662 2437
91 20 2006 5092 5102 4605
92 20 2005 5093 5103 4601
93 20 2006 5092 5102 4605
94 20 2005 4943 4952 4582
95 20 2009 5004 5119 4432
96 20 2002 5257 5266 4858
97 20 2014 5099 5113 4825
98 20 2001 4936 4949 4574
99 20 2006 5091 5102 4605
100 20 2009 4952 4961 4594
101 20 2511 6186 6197 5749
102 20 2509 6251 6389 5548
103 20 2511 6369 6384 6035
104 20 2502 6171 6186 5738
105 20 2507 6353 6365 6019
106 20 2509 6253 6391 5542
107 20 2508 6249 6389 5542
108 20 2501 6565 6581 6080
109 20 2500 6348 6358 5743
110 20 2506 6366 6377 5767
111 20 5003 12687 12701 12047
112 20 5011 12489 12761 11100
113 20 5000 12702 12711 11526
114 20 5012 12714 12728 12074
115 20 5000 12698 12708 11527
116 20 5004 12688 12701 12052
117 20 5010 12729 12740 11555
118 20 5005 12335 12345 11491
119 20 5010 13165 13176 12210
120 20 5002 13143 13152 12186
121 20 10008 24669 24679 23006
122 20 10010 25427 25437 23097
123 20 10007 24667 24678 23006
124 20 10002 26290 26300 24406
125 20 10012 24686 24698 23029
126 36 60 157 171 83
127 36 57 148 165 86
128 36 54 139 158 81
129 36 50 132 150 76
130 36 58 151 167 87
131 36 52 138 157 78
132 36 61 162 174 84
133 36 53 135 157 79
134 36 61 158 171 85
135 36 72 187 206 124
136 36 52 139 157 78
137 36 61 162 173 85
138 36 57 151 165 80
139 36 55 141 161 81
140 36 52 140 156 80
141 36 57 148 163 82
142 36 58 154 167 83
143 36 59 151 168 88
144 36 59 156 171 84
145 36 57 147 164 80
146 36 107 276 293 193
147 36 116 305 328 230
148 36 101 262 280 187
149 36 102 266 284 187
150 36 103 271 287 189
151 36 106 279 294 193
152 36 121 317 336 238
153 36 118 307 330 230
154 36 103 274 287 189
155 36 103 275 290 193
156 36 121 317 338 238
157 36 101 266 284 188
158 36 101 274 287 191
159 36 101 265 284 190
160 36 120 315 333 235
161 36 101 262 280 187
162 36 100 264 280 187
163 36 107 277 295 199
164 36 100 268 282 185
165 36 109 281 299 196
166 36 203 526 543 408
167 36 221 579 598 457
168 36 220 577 590 455
169 36 214 573 586 453
170 36 216 564 582 454
171 36 201 522 539 400
172 36 222 582 594 455
173 36 221 575 596 467
174 36 212 564 580 455
175 36 207 533 551 412
176 36 221 574 596 462
177 36 219 568 585 450
178 36 204 530 545 408
179 36 203 527 545 406
180 36 216 575 588 453
181 36 222 584 599 455
182 36 200 528 546 409
183 36 219 572 592 454
184 36 207 540 553 415
185 36 203 527 547 409
186 36 513 1334 1356 1104
187 36 515 1338 1359 1110
188 36 500 1313 1328 1101
189 36 513 1335 1356 1110
190 36 518 1356 1367 1103
191 36 506 1354 1369 1159
192 36 514 1343 1359 1103
193 36 507 1355 1373 1158
194 36 512 1339 1355 1103
195 36 509 1327 1358 1118
196 36 522 1348 1371 1111
197 36 512 1337 1354 1097
198 36 519 1339 1363 1107
199 36 523 1373 1389 1160
200 36 507 1354 1374 1160
201 36 1006 2691 2706 2348
202 36 1002 2681 2700 2344
203 36 1000 2604 2622 2179
204 36 1006 2694 2709 2346
205 36 1003 2610 2625 2182
206 36 1008 2698 2711 2346
207 36 1009 2649 2667 2285
208 36 1018 2662 2703 2251
209 36 1004 2684 2703 2345
210 36 1008 2608 2638 2185
211 36 1013 2614 2644 2188
212 36 1008 2696 2712 2350
213 36 1008 2649 2668 2287
214 36 1009 2603 2637 2198
215 36 1024 2666 2687 2238
216 36 2007 5370 5383 4724
217 36 2021 5406 5428 4770
218 36 2016 5301 5315 4616
219 36 2000 5219 5290 4467
220 36 2018 5301 5318 4618
221 36 2006 5370 5383 4722
222 36 2003 5229 5297 4470
223 36 2019 5272 5347 4507
224 36 2021 5229 5267 4411
225 36 2002 5228 5294 4466
226 36 2523 6586 6673 5648
227 36 2501 6534 6620 5593
228 36 2500 6688 6706 5908
229 36 2503 6539 6624 5593
230 36 2507 6703 6718 5912
231 36 2511 6492 6539 5491
232 36 2522 6625 6648 5795
233 36 2505 6579 6595 5740
234 36 2500 6532 6618 5593
235 36 2500 6690 6706 5908
236 36 5004 13157 13169 11522
237 36 5019 13426 13443 11902
238 36 5001 13063 13214 11209
239 36 5023 13200 13219 11577
240 36 5001 12932 13018 10993
241 36 5002 13062 13213 11215
242 36 5002 13061 13213 11209
243 36 5006 12942 13026 10996
244 36 5002 13145 13162 11530
245 36 5005 12946 13026 10993
246 36 10018 26152 26443 22499
247 36 10016 26325 26342 23134
248 36 10020 26820 26838 23830
249 36 10006 25872 26018 22009
250 36 10022 26336 26354 23136
